model_id,event_id,dataset_name,instruction_text,target,raw_prediction,canonical_prediction,canonical_target,exact_match,batch_size
Qwen/Qwen2.5-Omni-7B,b8654208-e2cd-4702-9bb0-5507ff407958,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,call,call,call,true,1
Qwen/Qwen2.5-Omni-7B,8eb637c8-a8f7-430b-8d65-eaa1864786fd,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Probosciger aterrimus,The taxonomic name of the focal species is Psittacara leucophthalmus.,the taxonomic name of the focal species is psittacara leucophthalmus,chordata aves psittaciformes psittacidae probosciger aterrimus,false,1
Qwen/Qwen2.5-Omni-7B,0bb5934d-331f-45cb-b0cc-9fe7f63bc815,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Rhinocrypta lanceolata,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,rhinocrypta lanceolata,false,1
Qwen/Qwen2.5-Omni-7B,d1c28cf6-baab-489b-b0ce-5cc7861e05a3,unseen-family-sci,What is the scientific name for the focal species in the audio?,Calyptophilus tertius,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,calyptophilus tertius,false,1
Qwen/Qwen2.5-Omni-7B,3cc80100-cf21-4065-a45e-9e17bfc7d6a0,unseen-family-cmn,What is the common name for the focal species in the audio?,Spotted Elachura,The common name for the focal species is cricket.,the common name for the focal species is cricket,spotted elachura,false,1
Qwen/Qwen2.5-Omni-7B,2b1a0cd0-233c-48da-95e7-a51915fa2f1d,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,6a0864b8-c649-43e3-b56e-9128f3b39c37,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Psiloscais leucoptera.,the taxonomic name of the focal species is psiloscais leucoptera,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,3f6b62b3-e546-47e5-9d2f-63f32a87b4c8,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Thamnophilidae Herpsilochmus roraimae,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes thamnophilidae herpsilochmus roraimae,false,1
Qwen/Qwen2.5-Omni-7B,a2bf0a6e-754b-4408-8b8e-044c220f4fb5,unseen-family-sci,What is the scientific name for the focal species in the audio?,Hoplobatrachus chinensis,The scientific name for the focal species is Rana temporaria.,the scientific name for the focal species is rana temporaria,hoplobatrachus chinensis,false,1
Qwen/Qwen2.5-Omni-7B,44443131-6790-41c8-993d-cbf84f07b4fd,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,f9620a4e-f354-4451-88b9-a76be7b1b874,unseen-genus-cmn,What is the common name for the focal species in the audio?,Crested Gallito,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,crested gallito,false,1
Qwen/Qwen2.5-Omni-7B,896e45d4-4107-4c69-81a0-b487b8419a02,unseen-species-cmn,What is the common name for the focal species in the audio?,Cinereous Harrier,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,cinereous harrier,false,1
Qwen/Qwen2.5-Omni-7B,286ffebe-991c-497f-a8d4-f85e1293d5f3,unseen-genus-cmn,What is the common name for the focal species in the audio?,Crested Gallito,The common name for the focal species is the European robin.,the common name for the focal species is the european robin,crested gallito,false,1
Qwen/Qwen2.5-Omni-7B,2fc51f27-3328-4958-bf3c-7273bf4c2449,unseen-family-sci,What is the scientific name for the focal species in the audio?,Fejervarya limnocharis,The scientific name for the focal species is Anas platyrhynchos.,the scientific name for the focal species is anas platyrhynchos,fejervarya limnocharis,false,1
Qwen/Qwen2.5-Omni-7B,52000355-b78b-4069-9eca-905600682d82,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,38e93c9c-e796-4366-8a35-dece46abcbdb,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,36640258-5196-4c5c-9b3e-c29c5cda9803,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,ad719729-017c-4036-98a5-c3a4fdb3d845,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Rhodostethia rosea,The scientific name for the focal species is Microtus pennsylvanicus.,the scientific name for the focal species is microtus pennsylvanicus,rhodostethia rosea,false,1
Qwen/Qwen2.5-Omni-7B,999d87df-329b-4f23-a4d9-9a2ded9719e0,unseen-species-cmn,What is the common name for the focal species in the audio?,Grey-faced Tit-Babbler,The common name for the focal species is the Yellow-throated Bulbul.,the common name for the focal species is the yellow throated bulbul,grey faced tit babbler,false,1
Qwen/Qwen2.5-Omni-7B,001faa23-aada-4e7a-ac09-41a592313a5e,unseen-species-sci,What is the scientific name for the focal species in the audio?,Charadrius montanus,The scientific name for the focal species is Passer domesticus.,the scientific name for the focal species is passer domesticus,charadrius montanus,false,1
Qwen/Qwen2.5-Omni-7B,95c771dc-2366-4c78-968b-fe65f26ed6f8,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Petroicidae Eugerygone rubra,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes petroicidae eugerygone rubra,false,1
Qwen/Qwen2.5-Omni-7B,dc5388bb-41be-4bf9-a93c-e2ef5a10a346,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,598cf90a-86a2-48f2-bf1a-2810ea189d18,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cotingidae Doliornis sclateri,The taxonomic name of the focal species is S. carolinensis.,the taxonomic name of the focal species is s carolinensis,chordata aves passeriformes cotingidae doliornis sclateri,false,1
Qwen/Qwen2.5-Omni-7B,0ca63f13-eb9b-493e-aab5-b4ceb830f9e1,unseen-species-cmn,What is the common name for the focal species in the audio?,Three-striped Hemispingus,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,three striped hemispingus,false,1
Qwen/Qwen2.5-Omni-7B,fbc1436e-9f88-41af-b9d8-587c3ba87606,unseen-family-cmn,What is the common name for the focal species in the audio?,Babiroussa des Moluques,The common name for the focal species in the audio is mouse.,the common name for the focal species in the audio is mouse,babiroussa des moluques,false,1
Qwen/Qwen2.5-Omni-7B,4329f99d-ba7a-4255-88ec-6e9422ebc174,unseen-family-cmn,What is the common name for the focal species in the audio?,Common Midwife Toad,The common name for the focal species is the Common Poorwill.,the common name for the focal species is the common poorwill,common midwife toad,false,1
Qwen/Qwen2.5-Omni-7B,86fb8777-bdf0-4800-bd17-8dc2b9788401,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Monarchidae Monarcha frater,The taxonomic name of the focal species is Psiloscyrta formosana.,the taxonomic name of the focal species is psiloscyrta formosana,chordata aves passeriformes monarchidae monarcha frater,false,1
Qwen/Qwen2.5-Omni-7B,ae3f74eb-e89e-422f-bc4d-db98e148357d,unseen-species-sci,What is the scientific name for the focal species in the audio?,Aethopyga shelleyi,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,aethopyga shelleyi,false,1
Qwen/Qwen2.5-Omni-7B,e3941eba-9822-4ca9-beab-5984c01d6408,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,f3a96ffb-98e9-48e4-878c-89f25e010b16,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,29ee3f51-18ab-4bdc-9157-dcf7d558a721,unseen-family-sci,What is the scientific name for the focal species in the audio?,Neophocaena phocaenoides,The scientific name for the focal species in the audio is Felis catus.,the scientific name for the focal species in the audio is felis catus,neophocaena phocaenoides,false,1
Qwen/Qwen2.5-Omni-7B,96f14c25-31e9-479d-9840-5215beba8253,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Estrildidae Taeniopygia guttata,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes estrildidae taeniopygia guttata,false,1
Qwen/Qwen2.5-Omni-7B,8a0a384e-323b-46b5-96bd-6302f82fbaa0,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Trigonidiidae Nemobius sylvestris,The taxonomic name of the focal species is Scinax crassicaauda.,the taxonomic name of the focal species is scinax crassicaauda,arthropoda insecta orthoptera trigonidiidae nemobius sylvestris,false,1
Qwen/Qwen2.5-Omni-7B,e94ac474-e586-4662-9189-7d6b947537ff,unseen-family-sci,What is the scientific name for the focal species in the audio?,Hylochoerus meinertzhageni,The scientific name for the focal species in the audio is *Gallus gallus domesticus*.,the scientific name for the focal species in the audio is gallus gallus domesticus,hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,8616fef2-6176-4e59-a363-a97eaccce20c,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Hylidae Hyla andersonii,The taxonomic name of the focal species is Anas platyrhynchos.,the taxonomic name of the focal species is anas platyrhynchos,chordata amphibia anura hylidae hyla andersonii,false,1
Qwen/Qwen2.5-Omni-7B,d72ec800-d209-4025-9692-7f8240fb581c,unseen-species-cmn,What is the common name for the focal species in the audio?,Kosrae White-eye,The common name for the focal species in the audio is house sparrow.,the common name for the focal species in the audio is house sparrow,kosrae white eye,false,1
Qwen/Qwen2.5-Omni-7B,105c9309-6887-4f5c-83ce-e472947bad32,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Hymenops perspicillatus,The scientific name for the focal species in the audio is Bubo virginianus.,the scientific name for the focal species in the audio is bubo virginianus,hymenops perspicillatus,false,1
Qwen/Qwen2.5-Omni-7B,5ef2fa92-c92b-467f-8db3-c364e9d8b7c3,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Hirundinidae Petrochelidon rufocollaris,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes hirundinidae petrochelidon rufocollaris,false,1
Qwen/Qwen2.5-Omni-7B,f36a5e28-d7cd-46a7-8df7-bfe905bbd2b6,unseen-genus-cmn,What is the common name for the focal species in the audio?,Smooth Toadlet,The common name for the focal species is the American toad.,the common name for the focal species is the american toad,smooth toadlet,false,1
Qwen/Qwen2.5-Omni-7B,15c75e84-a836-4446-8cf3-c37ee4ea5e4c,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Alytidae Alytes obstetricans,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata amphibia anura alytidae alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,95dda5c9-94ba-4211-b9ac-d5043e133e93,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Rhodothraupis celaeno,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,5eed9223-ea16-4ca4-82f5-91a5934d2867,unseen-species-cmn,What is the common name for the focal species in the audio?,Philippine Leafbird,The common name for the focal species in the audio is the Common Yellowthroat.,the common name for the focal species in the audio is the common yellowthroat,philippine leafbird,false,1
Qwen/Qwen2.5-Omni-7B,2ab806e3-a051-479d-8488-3e86cde48914,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,e668e6d4-3c13-4a6f-990e-f9d071e02da7,unseen-family-sci,What is the scientific name for the focal species in the audio?,Sus scrofa,Sus scrofa,sus scrofa,sus scrofa,true,1
Qwen/Qwen2.5-Omni-7B,cf125198-8c87-475d-a2f5-bfd227f397b5,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,3ef9ba0d-21b2-4302-944e-b43d4ac4a532,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,song,song,call,false,1
Qwen/Qwen2.5-Omni-7B,246f3baa-860a-49e5-bfd9-dc7af377fcaf,unseen-family-cmn,What is the common name for the focal species in the audio?,Pinselohrschwein,The common name for the focal species in the audio is dog.,the common name for the focal species in the audio is dog,pinselohrschwein,false,1
Qwen/Qwen2.5-Omni-7B,f121c4a8-be3a-4e3d-8938-c532d436c4be,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Lesbia victoriae,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,lesbia victoriae,false,1
Qwen/Qwen2.5-Omni-7B,198523e3-b62b-49ec-b35f-d778851be020,unseen-species-cmn,What is the common name for the focal species in the audio?,Black-winged Monarch,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,black winged monarch,false,1
Qwen/Qwen2.5-Omni-7B,fea6020c-446c-4151-918f-3fe1ac51b433,unseen-species-sci,What is the scientific name for the focal species in the audio?,Zosterops cinereus,The scientific name for the focal species is Passer domesticus.,the scientific name for the focal species is passer domesticus,zosterops cinereus,false,1
Qwen/Qwen2.5-Omni-7B,2ac04ded-c1ce-4590-8ca3-f671c882a632,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,eaa66e81-5900-4e04-8f47-717823fd2f4b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,82be28de-789a-4696-a78f-f1023f0833fc,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,b295d75e-5e67-4d55-9d15-7b86e17625dc,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Acanthizidae Pachycare flavogriseum,The taxonomic name of the focal species is 'C. canadensis'.,the taxonomic name of the focal species is c canadensis,chordata aves passeriformes acanthizidae pachycare flavogriseum,false,1
Qwen/Qwen2.5-Omni-7B,a017236a-b24e-4991-9599-632def2a168e,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Dicroglossidae Fejervarya limnocharis,The taxonomic name of the focal species is Scinax raimondii.,the taxonomic name of the focal species is scinax raimondii,chordata amphibia anura dicroglossidae fejervarya limnocharis,false,1
Qwen/Qwen2.5-Omni-7B,3d7da510-bebb-4815-bd37-f8bd494c203e,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Cuculiformes Cuculidae Pachycoccyx audeberti,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves cuculiformes cuculidae pachycoccyx audeberti,false,1
Qwen/Qwen2.5-Omni-7B,2948dd1c-7394-4896-9380-d2ff78239f6e,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,986f1e7e-839a-45f8-896e-1368cc1eafa8,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,One,one,more,false,1
Qwen/Qwen2.5-Omni-7B,459d4cc4-a930-4ecd-bd95-7bf23ee90741,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,65576bfb-abd0-4878-b2f3-499fd057305c,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,9459c26e-5e30-447b-8240-e387fae6de62,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Charadriiformes Recurvirostridae Recurvirostra novaehollandiae,The taxonomic name of the focal species is Anas platyrhynchos.,the taxonomic name of the focal species is anas platyrhynchos,chordata aves charadriiformes recurvirostridae recurvirostra novaehollandiae,false,1
Qwen/Qwen2.5-Omni-7B,dab8769e-d91d-4f2c-8369-c0a394bd3640,watkins,What is the common name for the focal species in the audio?,Sperm Whale,The common name for the focal species in the audio is the American woodcock.,the common name for the focal species in the audio is the american woodcock,sperm whale,false,1
Qwen/Qwen2.5-Omni-7B,4e83bbe2-f2fb-4cc7-800c-a3269f977422,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Cryptosylvicola randrianasoloi,The scientific name for the focal species is Passerina ciris.,the scientific name for the focal species is passerina ciris,cryptosylvicola randrianasoloi,false,1
Qwen/Qwen2.5-Omni-7B,53ecad1d-0cf8-431f-a6af-dff6e574cf91,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,b2efe1ee-0a31-4d04-b976-5f3e63c682d8,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,85a29035-d493-4d56-a60f-46b14b0f2675,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Pycnonotidae Pycnonotus penicillatus,The taxonomic name of the focal species is Canis lupus.,the taxonomic name of the focal species is canis lupus,chordata aves passeriformes pycnonotidae pycnonotus penicillatus,false,1
Qwen/Qwen2.5-Omni-7B,a069ba49-efe0-4c38-a209-589309e2c9a8,unseen-species-sci,What is the scientific name for the focal species in the audio?,Ducula luctuosa,The scientific name for the owl is Strix varia.,the scientific name for the owl is strix varia,ducula luctuosa,false,1
Qwen/Qwen2.5-Omni-7B,bd47bc04-35b8-4db4-a30a-e6be0d11581d,unseen-family-sci,What is the scientific name for the focal species in the audio?,Hylochoerus meinertzhageni,The scientific name for the focal species is Ciconia ciconia.,the scientific name for the focal species is ciconia ciconia,hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,896d71dc-b682-4cc6-9127-08fcce38c476,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Maluridae Stipiturus malachurus,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes maluridae stipiturus malachurus,false,1
Qwen/Qwen2.5-Omni-7B,f3a492c5-d326-4f97-90e8-50adb8759e92,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Anseriformes Anatidae Amazonetta brasiliensis,The taxonomic name of the focal species is Canis lupus.,the taxonomic name of the focal species is canis lupus,chordata aves anseriformes anatidae amazonetta brasiliensis,false,1
Qwen/Qwen2.5-Omni-7B,c40d430d-d8de-4ad2-b355-a376306c8c17,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,call,call,call,true,1
Qwen/Qwen2.5-Omni-7B,9f712174-1991-4c7e-ad99-32447c1e4315,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,4aaeff41-e604-4660-83ac-7a9b98cf5ade,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Pyrrhura griseipectus,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves psittaciformes psittacidae pyrrhura griseipectus,false,1
Qwen/Qwen2.5-Omni-7B,97dd5d1d-fd90-493e-830b-7bab74060433,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,bbb850ae-9e2d-4316-95b3-64aa2b45d0ac,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Icteridae Quiscalus nicaraguensis,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes icteridae quiscalus nicaraguensis,false,1
Qwen/Qwen2.5-Omni-7B,e218617b-3264-4a6d-8ba8-da65b3988933,unseen-species-sci,What is the scientific name for the focal species in the audio?,Atlapetes meridae,The scientific name for the focal species is Sturnus vulgaris.,the scientific name for the focal species is sturnus vulgaris,atlapetes meridae,false,1
Qwen/Qwen2.5-Omni-7B,b63f549f-c4b0-45f6-8bb3-0ba7ff4168b7,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,6740fbc8-22a0-4dcb-a2af-4d44b1758f82,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,d170746f-9471-45dc-b2e0-a49ef3941342,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,e87ed447-bd80-4fd4-a635-00c41237f02e,unseen-species-sci,What is the scientific name for the focal species in the audio?,Psaltoda adonis,The scientific name for the focal species is Saz 1000.,the scientific name for the focal species is saz 1000,psaltoda adonis,false,1
Qwen/Qwen2.5-Omni-7B,afa94487-0b6c-49d2-ade5-3548360e3911,unseen-species-cmn,What is the common name for the focal species in the audio?,Sooty Falcon,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,sooty falcon,false,1
Qwen/Qwen2.5-Omni-7B,032a5c8e-891c-4518-8a83-fb93a97364e5,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,ba7636bf-9026-45d4-ba07-241df269dbb8,watkins,What is the common name for the focal species in the audio?,Striped Dolphin,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,striped dolphin,false,1
Qwen/Qwen2.5-Omni-7B,76193214-57df-41d5-a2a1-e7ab45b905e6,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Tylas eduardi,The scientific name for the focal species is Psittacara leucophthalmus.,the scientific name for the focal species is psittacara leucophthalmus,tylas eduardi,false,1
Qwen/Qwen2.5-Omni-7B,48bbd9b6-a0c9-42a7-b871-2766c4f16107,unseen-species-sci,What is the scientific name for the focal species in the audio?,Aethopyga shelleyi,The scientific name for the focal species in the audio is Psittacula krameri.,the scientific name for the focal species in the audio is psittacula krameri,aethopyga shelleyi,false,1
Qwen/Qwen2.5-Omni-7B,2f0ada56-0ef0-4752-9d72-b5ef8b2c872e,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Rhodothraupis celaeno,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,c5660dfb-3d5e-44d0-a8b3-5c12e48578af,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Tylas eduardi,The scientific name for the focal species is Psittacara leucophthalmus.,the scientific name for the focal species is psittacara leucophthalmus,tylas eduardi,false,1
Qwen/Qwen2.5-Omni-7B,a8d55a29-c063-4b05-9f81-ab3498a959ba,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Turdidae Geokichla wardii,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes turdidae geokichla wardii,false,1
Qwen/Qwen2.5-Omni-7B,1fe15712-e78c-4b74-b6ba-a6e4cff51260,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Cardinalidae Rhodothraupis celaeno,The taxonomic name of the focal species is Psiloscais leucoptera.,the taxonomic name of the focal species is psiloscais leucoptera,chordata aves passeriformes cardinalidae rhodothraupis celaeno,false,1
Qwen/Qwen2.5-Omni-7B,cc0a772b-e1d9-497f-8f46-c973d95f7fe9,unseen-family-sci,What is the scientific name for the focal species in the audio?,Fejervarya limnocharis,The scientific name for the focal species is Anas platyrhynchos.,the scientific name for the focal species is anas platyrhynchos,fejervarya limnocharis,false,1
Qwen/Qwen2.5-Omni-7B,6c8c5045-9216-4e25-81ba-61c2964aa1f1,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Psittaciformes Psittacidae Touit batavicus,The taxonomic name of the focal species is Psittacidae.,the taxonomic name of the focal species is psittacidae,chordata aves psittaciformes psittacidae touit batavicus,false,1
Qwen/Qwen2.5-Omni-7B,9d4bc961-3f52-44db-8617-c0c27bf55315,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,763a5d5d-813c-485e-b626-9dbc017f1b05,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Thraupidae Thlypopsis inornata,The taxonomic name of the focal species is Psittacula krameri.,the taxonomic name of the focal species is psittacula krameri,chordata aves passeriformes thraupidae thlypopsis inornata,false,1
Qwen/Qwen2.5-Omni-7B,090ef9a6-e699-4833-a0f1-d29da6e61442,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Amazonetta brasiliensis,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,amazonetta brasiliensis,false,1
Qwen/Qwen2.5-Omni-7B,c50a4d8f-5ab7-42c4-a308-0f87579fbe25,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Doliornis remseni,The scientific name for the focal species is Bubo virginianus.,the scientific name for the focal species is bubo virginianus,doliornis remseni,false,1
Qwen/Qwen2.5-Omni-7B,9680c512-cee6-4f76-b3d5-5f8fea8b61c6,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,572a2254-5d6c-401d-b695-10a4e77d9c07,unseen-species-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Corvidae Pica mauritanica,The taxonomic name of the focal species is 'C. canorus'.,the taxonomic name of the focal species is c canorus,chordata aves passeriformes corvidae pica mauritanica,false,1
Qwen/Qwen2.5-Omni-7B,26216ee9-34a9-4b3a-9b9c-a22317d520da,unseen-genus-cmn,What is the common name for the focal species in the audio?,Crested Gallito,The common name for the focal species is the Common Pigeon.,the common name for the focal species is the common pigeon,crested gallito,false,1
Qwen/Qwen2.5-Omni-7B,346ab069-95b1-402a-a36f-0df33baa9240,unseen-family-cmn,What is the common name for the focal species in the audio?,Common Midwife Toad,The common name for the focal species is cricket.,the common name for the focal species is cricket,common midwife toad,false,1
Qwen/Qwen2.5-Omni-7B,e7ef662f-2fd7-40f2-b937-136e4f76e819,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
