model_id,event_id,dataset_name,instruction_text,target,raw_prediction,canonical_prediction,canonical_target,exact_match,batch_size
Qwen/Qwen2.5-Omni-7B,a103b34d-35f6-4a0d-86d8-311fa74398a4,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",More,More,more,more,true,1
Qwen/Qwen2.5-Omni-7B,adfb921a-b8f4-4e9e-ba59-1cbb4707c622,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,More,more,one,false,1
Qwen/Qwen2.5-Omni-7B,c57acda3-2f06-435e-bc98-0da69658ac8e,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Hylochoerus meinertzhageni,Canis lupus,canis lupus,chordata mammalia artiodactyla suidae hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,8b2cf8be-d7ec-4546-b4ca-efc2a429b60c,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Probosciger aterrimus,The scientific name for the focal species is Pteropus seychellensis.,the scientific name for the focal species is pteropus seychellensis,probosciger aterrimus,false,1
Qwen/Qwen2.5-Omni-7B,5277c671-2e98-4fed-a08b-73a8ec469a46,unseen-genus-cmn,What is the common name for the focal species in the audio?,Crested Gallito,The common name for the focal species is the Common Grasshopper Sparrow.,the common name for the focal species is the common grasshopper sparrow,crested gallito,false,1
Qwen/Qwen2.5-Omni-7B,81cb271c-23cc-4bf6-bd9b-898ae71049eb,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,0851d039-5314-42a1-bb02-cde5d3d12153,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Babyrousa babyrussa,The taxonomic name of the focal species is Rana temporaria.,the taxonomic name of the focal species is rana temporaria,chordata mammalia artiodactyla suidae babyrousa babyrussa,false,1
Qwen/Qwen2.5-Omni-7B,cb6e9b45-6b00-410c-bda3-2139aac31081,unseen-genus-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Acrididae Pseudochorthippus parallelus,The taxonomic name of the focal species is Notula plumbea.,the taxonomic name of the focal species is notula plumbea,arthropoda insecta orthoptera acrididae pseudochorthippus parallelus,false,1
Qwen/Qwen2.5-Omni-7B,7d0f2391-22bf-4422-9da8-cc195f726e0b,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,3f7452dd-117e-4f11-b243-58d8a079b8d0,unseen-species-cmn,What is the common name for the focal species in the audio?,Maghreb Magpie,The common name for the focal species is the American Crow.,the common name for the focal species is the american crow,maghreb magpie,false,1
Qwen/Qwen2.5-Omni-7B,dffc07ab-1956-4d5c-8f2e-ba5a54c4a305,unseen-genus-cmn,What is the common name for the focal species in the audio?,Three-toed Jacamar,The common name for the focal species in the audio is the Common Yellowthroat.,the common name for the focal species in the audio is the common yellowthroat,three toed jacamar,false,1
Qwen/Qwen2.5-Omni-7B,f85d9845-4077-4f4e-9904-2adcff9aa230,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,cbc7cdf6-ae1a-4598-8ee4-6bdecc8ac9a2,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species in the audio is Oryctes rhinoceros.,the scientific name for the focal species in the audio is oryctes rhinoceros,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,93f4011a-f074-48da-8d6f-b2955611533d,unseen-genus-cmn,What is the common name for the focal species in the audio?,Fiery-browed Starling,The common name for the focal species is the Common Yellowthroat.,the common name for the focal species is the common yellowthroat,fiery browed starling,false,1
Qwen/Qwen2.5-Omni-7B,62790d1b-e0d6-4651-ab34-bd402d7fe65f,unseen-family-sci,What is the scientific name for the focal species in the audio?,Phocoena phocoena,The scientific name for the focal species in the audio is Felis catus.,the scientific name for the focal species in the audio is felis catus,phocoena phocoena,false,1
Qwen/Qwen2.5-Omni-7B,9d5bfed1-1f4e-45ad-a4bd-42c4ce768c87,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,61781758-c269-4793-95a3-fe6a17199e03,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Probosciger aterrimus,The scientific name for the focal species is Psarittacus eurycercus.,the scientific name for the focal species is psarittacus eurycercus,probosciger aterrimus,false,1
Qwen/Qwen2.5-Omni-7B,03c67d54-c622-434e-81d1-6cad9e04a427,unseen-genus-cmn,What is the common name for the focal species in the audio?,Tylas Vanga,The common name for the focal species is the horse.,the common name for the focal species is the horse,tylas vanga,false,1
Qwen/Qwen2.5-Omni-7B,12c1340b-1e70-41cb-81c0-f9ae50a2b497,unseen-species-cmn,What is the common name for the focal species in the audio?,Buff-bellied Tanager,The common name for the focal species is the Yellow-throated Warbler.,the common name for the focal species is the yellow throated warbler,buff bellied tanager,false,1
Qwen/Qwen2.5-Omni-7B,f7729151-191f-4a82-9c47-171c9790dad1,unseen-species-sci,What is the scientific name for the focal species in the audio?,Machlolophus aplonotus,The scientific name for the focal species is Passerina ciris.,the scientific name for the focal species is passerina ciris,machlolophus aplonotus,false,1
Qwen/Qwen2.5-Omni-7B,1a16b9b3-ed60-490c-b3fe-0febb2d05696,unseen-family-sci,What is the scientific name for the focal species in the audio?,Fejervarya limnocharis,The scientific name for the focal species is Rana temporaria.,the scientific name for the focal species is rana temporaria,fejervarya limnocharis,false,1
Qwen/Qwen2.5-Omni-7B,f91f7b4b-adcc-41f0-8295-97674c6d463c,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Cetacea Phocoenidae Phocoenoides dalli,The taxonomic name of the focal species is 'C. canadensis'.,the taxonomic name of the focal species is c canadensis,chordata mammalia cetacea phocoenidae phocoenoides dalli,false,1
Qwen/Qwen2.5-Omni-7B,3f7fe6b5-fd97-4b9f-8a77-436e79499757,unseen-species-cmn,What is the common name for the focal species in the audio?,Fire-tailed Sunbird,The common name for the focal species is the Common House Martin.,the common name for the focal species is the common house martin,fire tailed sunbird,false,1
Qwen/Qwen2.5-Omni-7B,53cc069e-3838-4368-9cf1-19134f5cf90c,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Babyrousa babyrussa,The taxonomic name of the focal species is Ovis aries.,the taxonomic name of the focal species is ovis aries,chordata mammalia artiodactyla suidae babyrousa babyrussa,false,1
Qwen/Qwen2.5-Omni-7B,0f718175-1fdc-4369-938f-7071ce6a7b9e,unseen-genus-cmn,What is the common name for the focal species in the audio?,Banded Whiteface,The common name for the focal species is the Common Poorwill.,the common name for the focal species is the common poorwill,banded whiteface,false,1
Qwen/Qwen2.5-Omni-7B,463e4a88-7d90-4c70-a6b3-61fd8aec0f9a,unseen-species-cmn,What is the common name for the focal species in the audio?,Blue-billed Black Tyrant,The common name for the focal species is the common nighthawk.,the common name for the focal species is the common nighthawk,blue billed black tyrant,false,1
Qwen/Qwen2.5-Omni-7B,bb217344-8dde-4a58-9727-b72f94541d92,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Arthropoda Insecta Orthoptera Prophalangopsidae Cyphoderris monstrosa,The taxonomic name of the focal species is Sceliphron caementator.,the taxonomic name of the focal species is sceliphron caementator,arthropoda insecta orthoptera prophalangopsidae cyphoderris monstrosa,false,1
Qwen/Qwen2.5-Omni-7B,c6b8cad6-32b8-4c3b-8ac1-f3aa3197946a,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is 'cricket'.,the common name for the focal species in the audio is cricket,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,f8cb30f0-5c40-43ba-8916-16c0b15abcdb,unseen-species-sci,What is the scientific name for the focal species in the audio?,Haematopus chathamensis,The scientific name for the focal species is *Cranioleuca crassirostris*.,the scientific name for the focal species is cranioleuca crassirostris,haematopus chathamensis,false,1
Qwen/Qwen2.5-Omni-7B,de982de0-86de-4125-85d7-22d85a8ec0c8,unseen-family-cmn,What is the common name for the focal species in the audio?,Spotted Elachura,The common name for the focal species is cricket.,the common name for the focal species is cricket,spotted elachura,false,1
Qwen/Qwen2.5-Omni-7B,39419bb1-2fad-41e5-b0ba-e662b302ddcb,unseen-species-sci,What is the scientific name for the focal species in the audio?,Inezia subflava,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,inezia subflava,false,1
Qwen/Qwen2.5-Omni-7B,ca170777-2126-4076-8be3-13650ba81d83,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,call,call,call,call,true,1
Qwen/Qwen2.5-Omni-7B,f512ce96-5e18-4bc0-bdf8-ab34ef7ef1fe,unseen-species-sci,What is the scientific name for the focal species in the audio?,Anthus brachyurus,The scientific name for the focal species is Passer domesticus.,the scientific name for the focal species is passer domesticus,anthus brachyurus,false,1
Qwen/Qwen2.5-Omni-7B,818ae9bf-8465-4d3e-a14a-ca949706e785,zf-indiv,"Is there only one bird in the audio, or more? Reply with 'One' or 'More'.",One,One,one,one,true,1
Qwen/Qwen2.5-Omni-7B,84b56a2d-da0e-4e59-b1ce-a8bcb1794ad8,unseen-species-sci,What is the scientific name for the focal species in the audio?,Pachycephala lanioides,The scientific name for the focal species is Psophodes olivaceus.,the scientific name for the focal species is psophodes olivaceus,pachycephala lanioides,false,1
Qwen/Qwen2.5-Omni-7B,40aaeb3b-9cca-4419-baf9-9103f00ffbf8,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Apis mellifera.,the taxonomic name of the focal species is apis mellifera,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,6f3665ea-6617-4bda-a0b5-2356287003e0,unseen-species-sci,What is the scientific name for the focal species in the audio?,Pternistis harwoodi,The scientific name for the focal species is Rana temporaria.,the scientific name for the focal species is rana temporaria,pternistis harwoodi,false,1
Qwen/Qwen2.5-Omni-7B,87bae7e0-4146-4860-ad27-1f38d7967a4f,unseen-species-cmn,What is the common name for the focal species in the audio?,African Olive Pigeon,The common name for the focal species in the audio is the Common Nighthawk.,the common name for the focal species in the audio is the common nighthawk,african olive pigeon,false,1
Qwen/Qwen2.5-Omni-7B,52c9f713-dc87-4f95-93c8-a5744a092828,call-type,What type of vocalization is heard from the focal species in the audio? Answer with either 'call' or 'song'.,song,song,song,song,true,1
Qwen/Qwen2.5-Omni-7B,4eb7b55f-a4c0-4a65-9721-154a62d348cf,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Dicroglossidae Fejervarya multistriata,The taxonomic name of the focal species is Notiophis taylori.,the taxonomic name of the focal species is notiophis taylori,chordata amphibia anura dicroglossidae fejervarya multistriata,false,1
Qwen/Qwen2.5-Omni-7B,c85a5cc7-93b6-44f6-8126-483be0a5f9a4,unseen-species-sci,What is the scientific name for the focal species in the audio?,Aethopyga ignicauda,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,aethopyga ignicauda,false,1
Qwen/Qwen2.5-Omni-7B,f53cd407-28af-4df6-ba93-495ce0dab4f6,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Jacamaralcyon tridactyla,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,4a8b21c3-da4e-4e01-9115-188fb23ce1e9,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species is Odonata.,the scientific name for the focal species is odonata,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,ddf76493-6805-40ab-81fe-ef7c381928d2,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Drepanorhynchus reichenowi,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,drepanorhynchus reichenowi,false,1
Qwen/Qwen2.5-Omni-7B,8c75c9e4-c5b7-4458-9c4d-94a3b244cc20,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Jacamaralcyon tridactyla,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,jacamaralcyon tridactyla,false,1
Qwen/Qwen2.5-Omni-7B,88e3883a-42e4-43ff-a946-6f1e5111c5f0,unseen-family-cmn,What is the common name for the focal species in the audio?,Paddy Field Frog,The common name for the focal species is cricket.,the common name for the focal species is cricket,paddy field frog,false,1
Qwen/Qwen2.5-Omni-7B,665d521b-55ea-43af-a5a1-04cf4d2a5d6b,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Pachycare flavogriseum,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,pachycare flavogriseum,false,1
Qwen/Qwen2.5-Omni-7B,17eefc71-c3e3-4483-a048-5caea746a572,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the owl is Strix aluco.,the scientific name for the owl is strix aluco,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,64a8e592-8967-49c5-9fe2-f1ee0c63b1e3,unseen-species-cmn,What is the common name for the focal species in the audio?,Madagascar Sandgrouse,The common name for the focal species is the American bullfrog.,the common name for the focal species is the american bullfrog,madagascar sandgrouse,false,1
Qwen/Qwen2.5-Omni-7B,f7944f3f-6f53-45ca-a03e-76c0c3f23065,unseen-family-cmn,What is the common name for the focal species in the audio?,Spotted Elachura,The common name for the focal species is cricket.,the common name for the focal species is cricket,spotted elachura,false,1
Qwen/Qwen2.5-Omni-7B,aecd4535-ebef-438d-811b-1ffb7be5c22e,watkins,What is the common name for the focal species in the audio?,Walrus,The common name for the focal species in the audio is the American woodcock.,the common name for the focal species in the audio is the american woodcock,walrus,false,1
Qwen/Qwen2.5-Omni-7B,205c4e30-4269-44c0-a871-5c12b0f0802f,unseen-species-cmn,What is the common name for the focal species in the audio?,Moustached Woodcreeper,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,moustached woodcreeper,false,1
Qwen/Qwen2.5-Omni-7B,015d7e62-b7de-47e5-8a06-9ccc5feaa410,unseen-genus-sci,What is the scientific name for the focal species in the audio?,Vini australis,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,vini australis,false,1
Qwen/Qwen2.5-Omni-7B,5fec4702-7b61-4a0e-9cc3-ec92ccd76a8f,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Calyptophilidae Calyptophilus frugivorus,The taxonomic name of the focal species is Notiophis taylori.,the taxonomic name of the focal species is notiophis taylori,chordata aves passeriformes calyptophilidae calyptophilus frugivorus,false,1
Qwen/Qwen2.5-Omni-7B,221eb11f-6302-4d07-ae2e-b400a7d9389c,unseen-family-cmn,What is the common name for the focal species in the audio?,Paddy Field Frog,The common name for the focal species is 'frog'.,the common name for the focal species is frog,paddy field frog,false,1
Qwen/Qwen2.5-Omni-7B,df03a0d1-24bb-4f7f-81a8-c4fe0cda7496,watkins,What is the common name for the focal species in the audio?,Narwhal,The common name for the focal species in the audio is the Common Poorwill.,the common name for the focal species in the audio is the common poorwill,narwhal,false,1
Qwen/Qwen2.5-Omni-7B,a7d465f6-efa0-44af-8ae6-b6a3aecc10b3,watkins,What is the common name for the focal species in the audio?,Atlantic Spotted Dolphin,The common name for the focal species is the Common Nighthawk.,the common name for the focal species is the common nighthawk,atlantic spotted dolphin,false,1
Qwen/Qwen2.5-Omni-7B,ae3b2a93-da8b-4074-b155-c29373bcce8d,unseen-family-cmn,What is the common name for the focal species in the audio?,Spotted Elachura,The common name for the focal species in the audio is cricket.,the common name for the focal species in the audio is cricket,spotted elachura,false,1
Qwen/Qwen2.5-Omni-7B,4cef0ec0-a225-43f5-8eb7-f04dec006c5f,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,d6491ef4-0c29-4f6c-a0ca-8256ad522bfb,unseen-family-sci,What is the scientific name for the focal species in the audio?,Fejervarya limnocharis,The scientific name for the focal species is Scinax ruber.,the scientific name for the focal species is scinax ruber,fejervarya limnocharis,false,1
Qwen/Qwen2.5-Omni-7B,2a8af63c-a534-46c1-8af3-b50ff4010999,watkins,What is the common name for the focal species in the audio?,Atlantic Spotted Dolphin,The common name for the focal species in the audio is the Common Poorwill.,the common name for the focal species in the audio is the common poorwill,atlantic spotted dolphin,false,1
Qwen/Qwen2.5-Omni-7B,5fcb632d-0e30-4620-b206-ee497b819f4f,unseen-family-sci,What is the scientific name for the focal species in the audio?,Phocoena phocoena,The scientific name for the focal species is Tadorna ferruginea.,the scientific name for the focal species is tadorna ferruginea,phocoena phocoena,false,1
Qwen/Qwen2.5-Omni-7B,bc1da16e-3cf2-403c-9c38-b424e3179079,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Aves Passeriformes Elachuridae Elachura formosa,The taxonomic name of the focal species is Oecanthus pellucens.,the taxonomic name of the focal species is oecanthus pellucens,chordata aves passeriformes elachuridae elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,92277e7c-c141-4c7d-851c-ddf894b1a856,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Amphibia Anura Alytidae Alytes obstetricans,The taxonomic name of the focal species is Notiophis taylori.,the taxonomic name of the focal species is notiophis taylori,chordata amphibia anura alytidae alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,80507a69-091b-4ca3-a8cd-151cba9f58ef,watkins,What is the common name for the focal species in the audio?,Atlantic Spotted Dolphin,The common name for the focal species in the audio is the Common Nighthawk.,the common name for the focal species in the audio is the common nighthawk,atlantic spotted dolphin,false,1
Qwen/Qwen2.5-Omni-7B,23f6ecc8-feee-4dbc-b7ac-4e73903f653d,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is cricket.,the common name for the focal species in the audio is cricket,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,9e2b6bbb-1074-4d6b-a35f-4bbda1a8a761,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,17b21067-f829-4d67-b1f7-89135b1b974c,unseen-family-cmn,What is the common name for the focal species in the audio?,Harbor Porpoise,The common name for the focal species in the audio is the American crocodile.,the common name for the focal species in the audio is the american crocodile,harbor porpoise,false,1
Qwen/Qwen2.5-Omni-7B,dbd6efc6-449e-4650-be51-14acb803e25d,unseen-family-tax,What is the taxonomic name of the focal species in the audio?,Chordata Mammalia Artiodactyla Suidae Hylochoerus meinertzhageni,The taxonomic name of the focal species is Canis lupus.,the taxonomic name of the focal species is canis lupus,chordata mammalia artiodactyla suidae hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,7d3c7739-83bd-4992-a9e1-e08f02af38a9,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,0b45f2da-f7ab-4803-b8be-ba650748d6e1,unseen-family-sci,What is the scientific name for the focal species in the audio?,Phocoena phocoena,The scientific name for the focal species is Bubo scandiacus.,the scientific name for the focal species is bubo scandiacus,phocoena phocoena,false,1
Qwen/Qwen2.5-Omni-7B,3f10fe83-ee1d-4fa2-8d21-256eff059600,unseen-family-sci,What is the scientific name for the focal species in the audio?,Sus scrofa,Canis lupus,canis lupus,sus scrofa,false,1
Qwen/Qwen2.5-Omni-7B,d77f3a35-a7d7-435c-a9d2-374a4c0419e0,unseen-family-sci,What is the scientific name for the focal species in the audio?,Phocoenoides dalli,The scientific name for the focal species in the audio is Ctenophorus caudicorsinatus.,the scientific name for the focal species in the audio is ctenophorus caudicorsinatus,phocoenoides dalli,false,1
Qwen/Qwen2.5-Omni-7B,c4ca17dc-d38d-4071-bebf-782ed56b8c04,unseen-family-sci,What is the scientific name for the focal species in the audio?,Sus barbatus,The scientific name for the focal species in the audio is Sus scrofa.,the scientific name for the focal species in the audio is sus scrofa,sus barbatus,false,1
Qwen/Qwen2.5-Omni-7B,ccf4ff07-830b-4174-8d85-15586c0dd7ce,unseen-family-cmn,What is the common name for the focal species in the audio?,Crowned bullfrog,The common name for the focal species is the American bullfrog.,the common name for the focal species is the american bullfrog,crowned bullfrog,false,1
Qwen/Qwen2.5-Omni-7B,976681e7-b2e3-4636-8609-5bed740ce43f,unseen-family-cmn,What is the common name for the focal species in the audio?,East Asian Bullfrog,The common name for the focal species is the American bullfrog.,the common name for the focal species is the american bullfrog,east asian bullfrog,false,1
Qwen/Qwen2.5-Omni-7B,a1410b52-aa34-4f3d-bd24-b4233963bc66,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is 'bird'.,the common name for the focal species in the audio is bird,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,d27bcaa4-a52d-4496-93d2-8fa4572f4027,unseen-family-sci,What is the scientific name for the focal species in the audio?,Cyphoderris monstrosa,The scientific name for the focal species is Sceliphron caementator.,the scientific name for the focal species is sceliphron caementator,cyphoderris monstrosa,false,1
Qwen/Qwen2.5-Omni-7B,86f182f0-4714-4b67-85b2-8aa5d2fd208c,unseen-family-sci,What is the scientific name for the focal species in the audio?,Sus scrofa,The scientific name for the focal species in the audio is Bubo scandiacus.,the scientific name for the focal species in the audio is bubo scandiacus,sus scrofa,false,1
Qwen/Qwen2.5-Omni-7B,341d3e04-cd89-4e3c-9d01-2b63261c08f3,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the focal species is Turdus philomelos.,the scientific name for the focal species is turdus philomelos,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,b2b7a288-31a2-432d-a904-86602bd8e639,unseen-family-cmn,What is the common name for the focal species in the audio?,Harbor Porpoise,The common name for the focal species in the audio is 'House Sparrow'.,the common name for the focal species in the audio is house sparrow,harbor porpoise,false,1
Qwen/Qwen2.5-Omni-7B,b18a602a-05bf-4b42-9365-4f25913f20f8,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the focal species is Rana temporaria.,the scientific name for the focal species is rana temporaria,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,9707254e-ca96-4994-86ff-a004a220c0c1,unseen-family-sci,What is the scientific name for the focal species in the audio?,Alytes obstetricans,The scientific name for the owl is Strix aluco.,the scientific name for the owl is strix aluco,alytes obstetricans,false,1
Qwen/Qwen2.5-Omni-7B,0508bde2-0c92-4353-8123-028a65dde167,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species is Psittacula krameri.,the scientific name for the focal species is psittacula krameri,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,a7504a95-6fbe-43a9-a747-1d1c1f8158fd,unseen-family-cmn,What is the common name for the focal species in the audio?,Lesser Spiny Frog,The common name for the focal species is the Yellow-bellied Marmot.,the common name for the focal species is the yellow bellied marmot,lesser spiny frog,false,1
Qwen/Qwen2.5-Omni-7B,bdb5c4ff-988b-4fe2-84dd-bb4c912b68e9,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is the American Robin.,the common name for the focal species in the audio is the american robin,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,94b571c1-e5f3-45c3-ac88-072079e4f9d2,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is 'Horse'.,the common name for the focal species in the audio is horse,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,2868bd28-7a37-421a-bb84-f8d808ce96c2,watkins,What is the common name for the focal species in the audio?,"Beluga, White Whale",The common name for the focal species in the audio is a cat.,the common name for the focal species in the audio is a cat,beluga white whale,false,1
Qwen/Qwen2.5-Omni-7B,5c6034d2-5d3d-4990-aa86-a2de1dd35ba2,watkins,What is the common name for the focal species in the audio?,Bearded Seal,The common name for the focal species in the audio is a police car.,the common name for the focal species in the audio is a police car,bearded seal,false,1
Qwen/Qwen2.5-Omni-7B,82422f0b-45f9-4822-8381-58593183f07b,unseen-family-sci,What is the scientific name for the focal species in the audio?,Hylochoerus meinertzhageni,The scientific name for the focal species is Anas platyrhynchos.,the scientific name for the focal species is anas platyrhynchos,hylochoerus meinertzhageni,false,1
Qwen/Qwen2.5-Omni-7B,a95a2282-4051-4a69-a28d-e38d848d92cc,watkins,What is the common name for the focal species in the audio?,Northern Right Whale,The common name for the focal species in the audio is a whale.,the common name for the focal species in the audio is a whale,northern right whale,false,1
Qwen/Qwen2.5-Omni-7B,00a677f3-7331-4e65-87b8-bbddc2f31d8d,unseen-family-cmn,What is the common name for the focal species in the audio?,Dall's Porpoise,The common name for the focal species in the audio is 'Horse'.,the common name for the focal species in the audio is horse,dall s porpoise,false,1
Qwen/Qwen2.5-Omni-7B,d55e62bb-2f12-4d49-8248-533e84242ca6,unseen-family-sci,What is the scientific name for the focal species in the audio?,Babyrousa babyrussa,The scientific name for the focal species in the audio is Sturnus vulgaris.,the scientific name for the focal species in the audio is sturnus vulgaris,babyrousa babyrussa,false,1
Qwen/Qwen2.5-Omni-7B,623269a4-d183-49ad-a2b3-93833a24f8f9,watkins,What is the common name for the focal species in the audio?,Humpback Whale,The common name for the focal species in the audio is a cat.,the common name for the focal species in the audio is a cat,humpback whale,false,1
Qwen/Qwen2.5-Omni-7B,ddb2ca2e-7c7f-4702-85fa-fdcf4e54fd39,watkins,What is the common name for the focal species in the audio?,Striped Dolphin,The focal species in the audio is commonly known as a dolphin.,the focal species in the audio is commonly known as a dolphin,striped dolphin,false,1
Qwen/Qwen2.5-Omni-7B,2f1d9463-c0b5-4c61-b53c-34a8bfd1cbe4,watkins,What is the common name for the focal species in the audio?,Short-Finned Pacific Pilot Whale,The common name for the focal species in the audio is the European robin.,the common name for the focal species in the audio is the european robin,short finned pacific pilot whale,false,1
Qwen/Qwen2.5-Omni-7B,cf40f4c5-950a-402d-9606-f6e9b9905ebd,unseen-family-sci,What is the scientific name for the focal species in the audio?,Elachura formosa,The scientific name for the focal species is Hyla versicolor.,the scientific name for the focal species is hyla versicolor,elachura formosa,false,1
Qwen/Qwen2.5-Omni-7B,d7b63b48-64db-4076-abfc-e39932de5371,unseen-family-sci,What is the scientific name for the focal species in the audio?,Minervarya rufescens,The scientific name for the focal species is Anas platyrhynchos.,the scientific name for the focal species is anas platyrhynchos,minervarya rufescens,false,1
Qwen/Qwen2.5-Omni-7B,a896e069-e49a-4019-9474-c42c33c330c2,watkins,What is the common name for the focal species in the audio?,Striped Dolphin,The common name for the focal species in the audio is the American toad.,the common name for the focal species in the audio is the american toad,striped dolphin,false,1
Qwen/Qwen2.5-Omni-7B,ba6f6fea-ec4a-4429-87fa-f72967629a5a,watkins,What is the common name for the focal species in the audio?,Short-Finned Pacific Pilot Whale,The common name for the focal species is the Yellow-rilled Warbler.,the common name for the focal species is the yellow rilled warbler,short finned pacific pilot whale,false,1
Qwen/Qwen2.5-Omni-7B,edd7c138-0656-43db-aa6e-c45d59df7ec7,watkins,What is the common name for the focal species in the audio?,White-beaked Dolphin,The common name for the focal species is the American Robin.,the common name for the focal species is the american robin,white beaked dolphin,false,1
