event_id,audio_path,label,split,source_index,source_filename,sha256,provenance,beans_max_duration_s,duration_protocol,condition,source_split,equal_support_k_per_class,equal_support_role
valid_639,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_639.wav,Luke,valid,639,Luke-C-1L.wav,f02e92e741c0ff8e633d27e6ba5ce5dbda5f8ffcee73a67ef420e364fa73efc1,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_646,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_646.wav,Luke,valid,646,Luke-C-1h.wav,c6b016856c152f8e606390ee83b981ba71f55fd623958145b2d0aa8ca45513c6,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_648,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_648.wav,Luke,valid,648,Luke-P-1b.wav,82bbf3dbdb7b15932301d90500e366c31c4aaddd5c6d28bda837cf04d14d8473,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_653,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_653.wav,Luke,valid,653,Luke-C-1a.wav,0424dced111caf9a30802464c2567ad191fbfba866b0c518345c9615f06e41b1,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_654,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_654.wav,Luke,valid,654,Luke-C-1o.wav,468209e4e4178224742fb1bcf3a228d9af548d90db57cb0207e0385a7f74e9fd,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_657,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_657.wav,Luke,valid,657,Luke-P-1a.wav,8d1546b14fc9eefee2077011640c1976f71de60ed951e4e2c36d1b50da563000,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_666,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_666.wav,Luke,valid,666,Luke-5-C-5o.wav,a4b52708a3994c94ae587509a912021ff6be6b6b25822df6b9898559adef6f94,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_669,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_669.wav,Luke,valid,669,Luke-5-P-4b.wav,ad478bb7b56f6857eb0ca726872c88434f33756072a68148fd5e49bd2ae500f9,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_672,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_672.wav,Luke,valid,672,Luke-5-C-5j.wav,5ce185f09bdcd0343d6b223f999834bda8835c5d30393bfee6dfba1d468e1967,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_674,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_674.wav,Luke,valid,674,Luke-5-C-5k.wav,85be88b239bde02130251fe642cf8b07101d5ecd59dab376f18946dc40af7e10,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_681,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_681.wav,Luke,valid,681,Luke-5-C-5a.wav,71a926b15defe451865981c40651c7131c2d1916929740afce97bf54ec19ec5e,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_683,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_683.wav,Luke,valid,683,Luke-5-C-5L.wav,c8aa6fa353627874145e84352bbf7641f51b3541e3226d8c254471a6d6de3361,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_685,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_685.wav,Luke,valid,685,Luke-5-C-5f.wav,2a3931c58c3ed8e6db497f53a6b9e716e7dbc7e1ca903d2926ed9cb2b2f28aeb,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_686,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_686.wav,Luke,valid,686,Luke-5-C-5e.wav,f7485ac705d9572d1a781fda70434248620ed3b85b60f43cc3402293fec539e7,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
valid_692,/root/animal-omni-kv/data/beans/interventions/dogs_all/lp_0-1000/valid_692.wav,Freid,valid,692,Freid-A-8a.wav,3e671d77e9c50262bb17be443703a35db07f65fb0fb84864b601b693765221d8,hf:beans_dogs/valid-00000-of-00001.parquet,10.0,mono_mean_prefix_truncate_zero_pad_before_qwen_resample,lp_0-1000,valid,2,untouched_query
